1031360651843049000  3505.4737404850202
1242554663645052400  3145.7099252959447
1495073846100977700  2818.56989260292
1786822075415938000  2508.754054760847
2160330604247780400  2211.677514626495
2626774338631384000  1953.8036625389711
3242322999079425500  1708.6019177534806
4005116701125129700  1482.0340575685161
5060097673920528000  1284.934014884444
6418680597150311000  1188.320060938931
7860727157612578000  1109.959972203251
9636027555993780000  1045.0715390023795
11765582836967352000  992.6586075497554
14563936507199412000  968.8348377534601
17834974483044563000  942.7052898451049
21779987719106957000  937.3964888680138
27715056347213984000  921.4835711972246
33818339219736994000  903.1651357139714
42156281117715260000  832.9384718971196
50207689434148060000  704.1369948451414
56756728836830800000  556.7986576738091
64084523195628810000  419.3724865101871
71473216650889980000  304.1941648708955
79144199004048590000  221.24310177444409
86612711941886510000  166.876192252103
95775209050587050000  127.07076886016908
107482890174468260000  92.45283631139435
120144989825417770000  69.42219755775099
137616429641285710000  53.20502227685634
158287920349569500000  40.42681931927218
186731963620327160000  30.885972339266864
224596565922552300000  24.967738014983897
273177615386381800000  20.59844057518822
334568699970840800000  18.198365790334105
406850017859967600000  17.129879258813336
502243511878903600000  16.085149063515537
628825557059389200000  15.602303422510227
808488785574127300000  15.602303422510227
1.0689891904822937e+21  16.174794847232956
1.371547007243146e+21  16.697794387601707
1.7484735049723848e+21  17.557399439816805
2.2034865950821e+21  18.469533356935024
2.8690578811081274e+21  19.96579136050912
3.605058896071523e+21  21.22828899580464
4.5356885286454276e+21  22.193434714180235
5.648220512773301e+21  23.150521899264795
7.352318824520186e+21  24.120758232492367
9.119050307923526e+21  24.718321835974358
1.1174946981060069e+22  25.064163229408642
1.4368536291039039e+22  26.220154858810098
1.7803123883459465e+22  26.220154858810098
2.2406113122111256e+22  26.53938593657071
2.78199690070562e+22  27.612018238496656
3.5530001372087774e+22  27.73605415682432
4.357756444848532e+22  27.91314311198755
5.331934422122456e+22  27.456522442532574
6.590564275751067e+22  27.456522442532574
7.946505226459706e+22  28.194796111949955
9.752131830999776e+22  27.294561208616333
