1036950408601556500 4058.076471435681
1234006088955955200 3969.924559311634
1460514750823161000 3994.1974310187466
1742625700324690700 3925.3375677117374
2160099390471580000 3925.3375677117374
2577754935884892000 3955.0062384141647
3104610495310256000 3843.8574503617483
3700924084485959700 3762.381962489591
4381421459095813000 3790.8189744857227
5288228348237049000 3750.9324805943365
6550899203274722000 3750.9324805943365
8057502812325946000 3750.9324805943365
9897350893263794000 3654.3527821130347
12217967439395620000 3547.516914372775
15155515998159204000 3337.1357458328944
18574326305112658000 3012.41804543559
22744874470549983000 2653.3201227235745
27026641913400890000 2281.7581849834673
32465248402730287000 1824.4754185173986
38237753135190780000 1422.6755747991451
45137984017335570000 1103.0169398855649
52177244392996400000 854.568824281453
60359482297958190000 663.3891727773207
70822127425303620000 520.4087399367133
82090572508762000000 405.0371887796472
94639006355508230000 322.12725320760217
113240077532902130000 260.6829072934281
129818518666065020000 216.74777788585013
146555703307639820000 175.13700625999115
169130217283107030000 134.33295506065372
186232970582837800000 99.33529153393275
209491033964385340000 73.69957806127773
230576407951570270000 52.16604589043541
249956023770505200000 37.900035133717246
275246758543098580000 26.532249861424376
304462028052438700000 18.654224904555864
334694057791254760000 13.026316333161361
372066371087739400000 9.524394586547976
412374014189907000000 6.744580609667253
453224302038453500000 5.21791409096105
508490925367321000000 4.168837332219405
579698989843581700000 3.2915021868255625
662330564698946400000 2.574918603533958
781726554466848300000 2.0884392851369418
930330849336243000000 1.756338112346347
1.1324128957920898e+21 1.5430943522571252
1.3800879172607148e+21 1.4086404716512118
1.6913202754021475e+21 1.3548908953665646
2.054848340524395e+21 1.3364353594818126
2.5765963985455174e+21 1.347260890330361
3.196083811211043e+21 1.3988256357195086
4.1158470876354257e+21 1.49061438578629
5.314499823682606e+21 1.6356760985628782
6.722293080166861e+21 1.7546071309712798
8.392695626531574e+21 1.9193285427155475
1.0719796457141132e+22 2.1357699873307348
1.3539856289554154e+22 2.288805172801949
1.6621755748046858e+22 2.417010689316803
2.0957401328835585e+22 2.635163548065792
2.6618409379869107e+22 2.857083193268802
3.329504417951763e+22 3.1160729166895793
4.241788906503406e+22 3.474938327585181
5.167316513840271e+22 3.65874497914376
6.376841297976716e+22 3.965443164114295
7.889723128883086e+22 4.326842703903894
